PLAYER_NAME,Transition,Isolation,PRBallHandler,PRRollman,Postup,Spotup,Handoff,Cut,OffScreen,OffRebound
Will Barton,1.114,0.703,0.891,0,0.2,0.968,0.756,1.367,1.0,1.025
D'Angelo Russell,0.949,1.082,0.715,0,0.934,0.995,0.875,1.396,0.806,0.68
Greg Monroe,1.231,0.855,0,1.069,0.862,0.96,0,1.203,0.846,1.153
Deron Williams,0.953,0.875,0.718,0,0.862,1.077,0.847,1.222,1.009,0
Jamal Crawford,1.152,1.004,0.817,0,0,1.071,0.824,0,0.795,1.273
Marcus Morris,1.121,0.806,0.714,0.824,0.988,1.118,0.725,1.667,0.845,1.038
Jabari Parker,1.212,0.716,0.701,0.727,1.0,0.813,0.6,1.182,1.0,1.2
Evan Fournier,1.342,0.983,0.804,0,0,1.052,0.941,1.308,1.075,1.176
JJ Redick,1.307,0.846,0.86,0,0,1.52,0.959,1.0,1.124,0
Zach LaVine,1.218,0.918,0.718,0,0,1.155,1.008,1.174,0.874,1.824
Tobias Harris,1.22,0.756,0.881,0.977,1.114,1.108,0.381,1.692,0.8,1.167
Devin Booker,1.166,0.814,0.799,0,1.108,0.899,0.683,1.37,0.954,1.417
Arron Afflalo,1.033,1.037,0.733,0,1.025,1.028,0.754,1.452,0.95,0
Markieff Morris,1.077,0.684,0.538,1.089,0.839,0.542,0,1.429,1.042,0.741
Jarrett Jack,0.815,0.66,0.829,0,0,0.89,0.783,0,0.429,0
Serge Ibaka,1.133,0.333,0,0.96,1.0,0.896,0,1.204,0.762,1.183
Jae Crowder,1.164,0.667,0.781,1.237,0.943,1.027,0.985,1.464,1.041,1.086
J.R. Smith,1.139,0.733,0.676,0,0.417,1.183,1.14,0.941,1.077,0
Wesley Matthews,1.111,0.93,0.736,0.692,0.898,1.115,0.723,0.852,0.949,1.091
Rajon Rondo,0.671,0.75,0.749,0,0,0.903,0.889,1.14,0,0.893
Alec Burks,0,0,0,0,0,0,0,0,0,0
Norris Cole,0.929,0.727,0.824,0,0,0.792,0.732,0,0,0
Al Jefferson,0,0,0,0,0,0,0,0,0,0
Chandler Parsons,1.304,0.984,0.887,0.9,0.84,1.229,0.675,1.378,0.822,0.462
Robert Covington,1.027,0.605,0.262,1.353,0,0.933,0.973,1.0,1.0,1.111
Joe Johnson,1.5,1.029,0.881,0,1.152,1.087,0.867,0,0.733,0.636
Trevor Ariza,1.312,0.75,0.635,0.857,0,0.893,1.073,1.278,1.023,0.813
Darren Collison,1.187,0.901,0.937,0,0,1.093,1.088,0.875,0,1.0
DeMarre Carroll,1.014,0.632,0.667,0,0,1.105,0.636,0.846,0.462,1.0
Lou Williams,1.058,1.187,1.014,0,0,1.17,0.883,1.333,0.965,1.4
Julius Randle,1.04,0.72,0.667,0.728,0.656,0.699,0,1.2,0.5,1.096
Jeff Green,1.057,0.769,0.95,0.783,0.732,0.871,0.786,1.313,0.925,1.273
Michael Carter-Williams,1.087,0.902,0.709,0,0.432,0.852,1.053,1.125,0.2,0.739
Michael Beasley,1.474,0.977,0.615,0.645,0.786,1.078,0,1.05,0,1.278
Marcin Gortat,1.23,0.909,0,1.212,0.895,0.938,0,1.134,0,1.01
Luol Deng,1.326,0.487,0.846,1.0,0.639,0.95,1.059,1.276,0.61,1.349
Gary Harris,1.221,0.778,0.8,0,0,0.983,0.888,1.27,0.971,1.111
Draymond Green,0.881,0.902,0.852,1.019,0.67,1.013,1.25,1.373,1.107,0.965
Elfrid Payton,0.98,0.857,0.678,0,0,0.785,0.75,0.981,0.368,1.275
Jared Sullinger,0.985,0.579,0,0.873,0.825,0.824,0,1.046,0.851,1.081
George Hill,1.059,0.86,0.792,0,0.727,1.112,0.892,1.581,1.157,1.318
Trey Burke,0.967,0.902,0.842,0,0,0.989,0.84,0,1.24,0
CJ Miles,1.181,1.05,0.704,0.842,0,1.059,0.925,0,1.014,1.056
Tony Parker,1.026,0.667,0.925,0,0,1.018,0.75,1.64,0.797,0
Mirza Teletovic,1.142,1.037,0.583,1.036,0.912,1.139,0.659,1.158,0.929,1.351
Dennis Schroder,0.96,0.958,0.71,0,0,1.078,1.156,1.0,1.085,0
Kent Bazemore,1.074,1.0,0.593,0,0,0.986,0.683,1.159,1.279,1.0
Otto Porter,1.203,0.692,0.819,1.273,0.636,0.971,0.524,1.278,1.066,1.183
Jose Juan Barea,1.041,0.688,0.87,0,0,1.243,0.955,1.6,0.867,0
Harrison Barnes,1.133,0.815,0.939,0.955,0.905,1.077,0.8,1.194,0.903,1.148
Bojan Bogdanovic,1.279,0.75,0.761,0,0.712,1.017,0.818,1.0,0.822,1.235
Isaiah Canaan,1.081,0.722,0.758,0,0,1.074,1.013,0.75,1.061,0
TJ Warren,1.085,0.857,0.865,0,0,1.116,0.364,1.239,1.273,1.0
Marco Belinelli,1.34,0,0.569,0,0,0.814,0.662,1.345,0.977,0
Kenneth Faried,1.324,0.444,0,1.129,0.936,0.643,0,1.166,0,1.052
Evan Turner,1.04,0.895,0.708,0,0.99,0.746,0.982,1.233,0.818,0.826
Jeremy Lin,1.007,0.787,0.789,0,0,0.86,0.905,1.442,1.181,0
Hassan Whiteside,1.316,0.9,0,1.342,0.786,0.895,0,1.405,0,1.189
Nikola Mirotic,0.88,0.742,0.318,1.033,0.83,1.111,0.643,1.136,1.175,1.361
Marvin Williams,1.127,0,0.833,1.131,1.158,1.121,1.25,1.179,0.925,1.076
Matt Barnes,0.972,0.6,0.739,1.207,0.45,0.937,0.778,0.975,0.705,1.019
Dion Waiters,0.854,0.772,0.689,0,0,1.041,0.906,0,0.889,1.0
Omri Casspi,1.156,0.952,0.543,0.864,1.2,1.023,1.25,1.055,1.162,1.167
Ersan Ilyasova,1.0,0,0,0.969,0.385,1.026,0.7,1.5,0.949,0.825
Jonas Valanciunas,1.25,0,0,1.267,0.867,1.0,0,1.429,0,1.014
Marcus Thornton,1.375,0.652,0.75,0,0,1.139,0.545,0.955,0.615,1.294
Myles Turner,1.313,0.769,0,0.839,0.845,0.815,0,1.433,0.75,1.25
Hollis Thompson,1.113,0.692,0.558,0,0,1.102,0.753,1.167,0.662,0.909
Al-Farouq Aminu,0,0,0,0,0,0,0,0,0,0
Nerlens Noel,1.292,0.532,0,0.936,0.678,0.592,0,1.116,0,1.083
Sean Kilpatrick,1.154,1.364,1.0,0,0,1.25,0.636,1.2,1.0,0
Enes Kanter,1.361,0.714,0,1.095,0.888,1.167,0,1.287,0,1.196
Marcus Smart,0.922,0.656,0.774,0,0.81,0.785,0.725,1.176,0.6,0.957
Terrence Ross,1.292,0.738,0.768,0,0,1.126,0.737,0,1.024,0
Raymond Felton,1.026,0.856,0.775,0,0,0.898,1.304,1.375,0.9,0
Gerald Green,1.0,0.682,0.837,0,1.737,1.009,0.797,0.917,0.693,1.053
Dwight Howard,1.115,0,0,1.099,0.822,0,0,1.384,0,1.146
Jerryd Bayless,1.047,0.974,0.791,0,0,1.239,0.592,0.929,1.234,0
Patrick Beverley,1.089,0.81,0.645,1.286,0,1.106,0.842,0,0,1.44
Allen Crabbe,1.193,0,0.75,1.12,0,1.192,0.765,1.471,0.93,2.0
Shabazz Muhammad,1.19,0.622,0.915,0,0.953,0.82,0.694,1.474,0.844,1.272
Stanley Johnson,0.986,0.6,0.618,0,0.576,0.8,0.784,1.5,0.667,0.941
Gary Neal,1.058,1.565,1.076,0,0,0.884,1.243,0,0.981,0
Courtney Lee,1.395,0.857,0.93,0,0,0.97,0.778,1.1,0.867,0.727
Robin Lopez,1.182,0.615,0,1.035,0.894,0.727,0,1.13,0,1.184
Kelly Olynyk,1.316,0.4,0,1.038,0.92,1.059,0.706,1.216,1.026,0.8
Alex Len,0.897,0.273,0,0.869,0.686,0.671,0,1.163,0.75,0.946
Shelvin Mack,1.105,1.034,0.673,0,0,0.97,0.98,0,0,0
Doug McDermott,1.042,0,1.192,0,0.905,1.167,0.97,1.365,0.805,1.0
Luis Scola,1.427,0,0,0.831,0.725,0.966,0,1.091,0,0.931
Jameer Nelson,0.917,1.0,0.665,0,0,0.775,0.964,0,0,0
O.J. Mayo,0.959,1.0,0.645,0,0.4,0.944,0.911,0.667,0.556,0
Jerami Grant,1.116,0.824,0.652,0.6,0.878,0.846,0.917,1.074,0.81,0.904
Jeremy Lamb,1.042,0.805,0.966,0,0,0.955,0.686,1.396,1.032,1.179
Ricky Rubio,0.918,0.944,0.69,0,0,0.885,0.946,0.4,0,0
Austin Rivers,1.132,0.811,0.852,0,0,1.016,0.738,1.3,1.438,0
Kyle Korver,1.16,0,0.918,0,0,1.127,0.958,1.16,1.0,0
Rodney Stuckey,1.175,0.727,0.761,0,0,0.916,0.706,1.158,1.148,0
Patty Mills,0.897,0.938,0.837,0,0,1.127,0.873,1.2,1.184,0
Jusuf Nurkic,1.364,0,0,1.012,0.639,0.545,0,1.025,0,0.654
Kevin Martin,1.438,0.93,0.4,0,0.778,0.968,0.696,1.0,0.778,0
Jordan Hill,0.909,0.706,0,0.964,0.822,0.736,0,1.198,0,1.207
Nikola Jokic,0.979,0.5,0,0.994,0.936,1.0,0,1.238,0,1.204
Aaron Gordon,0,0,0,0,0,0,0,0,0,0
Manu Ginobili,1.158,1.056,0.691,0,0,1.113,0.956,1.2,1.043,0
Nik Stauskas,1.033,0.966,0.598,0,0,0.925,0.813,1.25,1.042,1.636
Wayne Ellington,1.059,0.867,0.75,0,0,1.06,0.689,1.385,0.806,1.1
Gerald Henderson,1.161,0.807,0.719,0,0.846,0.986,0.816,1.429,0.836,1.375
Mo Williams,0.855,0.933,0.778,0,0,1.116,0.962,0,1.063,0
Archie Goodwin,1.086,0.88,0.622,0,0,0.884,0.774,1.029,0.636,1.1
Tony Allen,1.077,0.929,0.968,0,0.6,0.75,0.5,0.962,0,0.803
Terrence Jones,1.192,0.63,0,1.107,0.784,0.89,0,1.072,0,0.951
Mario Chalmers,1.096,1.0,0.867,0,0,0.923,1.081,1.429,0.6,0.929
Cory Joseph,1.306,0.826,0.879,0,0,0.857,0.826,0,1.0,0
Tim Duncan,1.038,0,0,0.965,0.861,0.839,0,1.105,0,1.375
Toney Douglas,1.208,0.737,0.791,0,0,1.176,0.951,1.294,0,0
Ramon Sessions,1.088,0.933,0.866,0,0,0.891,1.276,1.419,1.04,0
Meyers Leonard,1.167,0,0,1.086,0.871,1.005,0,1.026,1.308,0.682
Langston Galloway,1.072,0.758,0.744,0,0,0.907,0.786,1.343,0.738,1.105
PJ Tucker,0.774,0.417,0.84,0.583,0.516,1.018,0.25,1.017,0.938,1.129
Danny Green,0.978,0.5,0.552,0,0,0.954,0.485,1.25,0.797,1.1
Gorgui Dieng,1.383,0.645,0,0.946,0.9,0.898,0,1.386,0,1.178
Derrick Williams,1.052,0.938,0.737,1.018,0.93,0.923,0.9,1.346,0.919,1.286
Bobby Portis,1.06,0.523,0,0.964,0.776,0.76,0,1.226,0,0.942
Darrell Arthur,1.063,0.286,0,0.925,0.957,1.011,0,0.941,1.6,0.911
Jon Leuer,1.145,0.891,0,1.182,0.886,0.812,0.818,1.019,0,1.204
Carl Landry,1.353,0.588,0,1.13,1.078,1.058,0,1.25,0,1.342
Nick Young,0.968,0.933,0.887,0,0,0.944,1.097,0,0.75,0
Lance Stephenson,0.805,1.2,0.708,0,0.75,1.016,1.067,1.571,0,1.333
Taj Gibson,1.069,1.364,0,0.883,0.891,1.189,0,1.066,0,1.05
Aaron Brooks,0,0,0,0,0,0,0,0,0,0
Nene,1.146,1.0,0,0.957,0.888,0.667,0,1.293,0,0.842
Tyler Johnson,0.778,1.0,0.932,0,0,1.035,1.233,1.833,1.5,1.091
Matthew Dellavedova,1.017,0.591,0.682,0,0,1.24,0.821,1.636,1.0,0
Corey Brewer,1.096,0.857,0.5,0,0,0.792,0.696,1.0,0.444,0.75
Ben McLemore,1.089,0.852,0.469,0,0,0.843,1.053,1.028,0.837,1.0
E'Twaun Moore,0.94,0.733,0.796,0,0.727,1.143,1.023,1.545,0,1.0
DeAndre Jordan,1.194,0,0,1.403,0.781,0,0,1.481,0,0.961
Jason Smith,1.222,0,0,1.004,0.357,0.931,0,1.054,0.727,1.0
Frank Kaminsky,1.075,0.92,0,1.0,0.786,0.813,0.455,1.295,1.053,1.355
Lance Thomas,1.141,1.063,0.759,0.833,1.231,1.074,0,1.024,0.643,1.158
Wesley Johnson,1.165,0.909,0.75,0.912,0,0.951,0.72,1.531,0.657,0.692
Joffrey Lauvergne,1.368,0.286,0,1.104,1.03,0.798,0,1.262,0,1.133
Shane Larkin,1.0,1.233,0.673,0,0,0.919,1.045,1.243,0,0
Josh Smith,0.778,0.852,0.4,0.643,0.3,0.956,0,1.176,0,1.167
Marreese Speights,1.35,0.759,0,1.081,0.776,0.944,0,0.914,0.852,0.738
JaMychal Green,1.164,0.762,0,0.894,0.841,0.763,0,1.178,0,1.009
Garrett Temple,1.076,1.143,0.59,0,0,0.97,0.75,0.808,0.735,1.067
Brandon Jennings,0.744,0.556,0.613,0,0,1.04,0.857,0,0,0
Ian Mahinmi,1.373,0.667,0,1.125,0.8,0.673,0,1.161,0,1.203
Mason Plumlee,1.125,0.614,0,0.982,0.873,0.629,0,1.116,0,0.947
Jose Calderon,0.982,0.917,0.83,0,0,1.289,1.093,1.313,1.047,0
Patrick Patterson,1.0,0,0,0.926,0.571,1.01,0,1.2,0,0.939
Zaza Pachulia,1.172,1.025,0,0.969,0.867,0.738,0,1.031,0,0.917
PJ Hairston,1.067,0,0.231,0,0,0.787,0.421,0,0.75,0.667
David Lee,0.727,0.429,0,1.171,0.952,0.667,0,1.209,0,0.963
Luke Babbitt,1.196,0.467,1.043,0,0,0.945,1.188,0,1.0,0.909
Mike Dunleavy,1.2,0,0.462,0,0,1.078,0.667,1.538,0.744,0
Andrea Bargnani,1.333,0.588,0,0.954,1.0,0.894,0,1.321,0.875,0.81
Jared Dudley,1.097,0,0,0.951,0,1.11,0,1.366,0.765,1.0
Greivis Vasquez,0.588,0,0.55,0,0,0.797,1.214,0,0,0
Cody Zeller,1.294,0.583,0,1.217,0.938,0.549,0,1.208,0.957,1.27
Justise Winslow,0.973,0.667,0.442,0,0.476,0.772,0.423,1.068,0,1.065
Randy Foye,0.586,0.6,0.7,0,0,0.865,0.692,0,0.563,0
Paul Pierce,0.985,0.684,0.9,0.873,0.871,0.864,0,0,1.097,0
Devin Harris,1.133,0.778,0.793,0,0,1.021,0.958,1.552,1.059,0
Rudy Gobert,1.1,0.545,0,1.085,0.667,0.692,0,1.017,0,1.043
David West,0.897,0.684,0,0.896,1.078,1.051,0,1.185,1.727,1.485
TJ McConnell,0.756,0.884,0.808,0,0,0.923,0.761,1.125,0.842,0.615
Donald Sloan,1.083,1.0,0.752,0,0,1.031,0.846,0.974,0,0
Vince Carter,0.769,0.3,0.821,0,0.735,1.155,0.688,1.412,1.273,0.85
Kosta Koufos,1.071,0,0,0.991,0.718,0,0,1.142,0,1.174
D.J. Augustin,0.522,0.762,0.93,0,0,0.907,0.75,0,0,0
Andre Iguodala,1.13,0.947,0.486,0,0.571,1.023,1.455,1.128,1.038,1.063
Iman Shumpert,1.148,0.7,0.746,0,0,0.844,0.385,0,0.842,0
Andrew Nicholson,1.179,0,0,0.845,0.943,1.106,0,1.158,1.5,1.211
Kris Humphries,1.211,0,0,0.741,0,0.583,0,1.0,0,0.944
Donatas Motiejunas,0.962,0,0,0.88,0.867,0.793,0,0.889,0,0.882
Leandro Barbosa,1.22,0.731,0.908,0,0,0.908,0.958,1.0,0.986,0
Trey Lyles,1.077,0.909,0,0.906,0.917,0.927,0,1.052,0.455,0.903
Amir Johnson,1.323,1.111,0,1.122,0.857,0.63,0,1.387,0,1.09
Alexis Ajinca,1.0,0,0,0.945,0.684,0.75,0,1.088,1.0,1.116
Spencer Hawes,1.105,0.417,0,1.014,0.796,0.911,0,1.0,0,1.034
Ty Lawson,1.059,0.625,0.767,0,0,0.769,0.733,0,0,0
Mario Hezonja,1.14,0.826,0.627,0,0,0.913,1.25,1.176,0.787,1.143
Tony Snell,1.015,0.828,0.58,0,0,0.875,0.775,1.0,1.417,1.273
Charlie Villanueva,1.067,0,0,1.075,0.783,0.755,1.0,1.467,0.679,1.056
Steven Adams,1.357,0,0,1.122,0.886,0,0,1.29,0,0.957
Maurice Harkless,1.23,0.789,0.688,0.455,0.478,0.856,1.167,1.354,0.875,1.045
Josh Richardson,1.395,0.875,0.756,0,0,1.141,1.385,1.3,0,0
Willie Cauley-Stein,1.272,1.0,0,1.143,0.52,0.6,0,1.197,0,0.952
Dante Cunningham,1.323,0,0.579,1.318,0,0.912,0.643,1.14,1.455,0.591
Tim Hardaway Jr.,1.205,0,0.538,0,0,0.955,0.913,0,0.946,0
Jason Terry,1.151,0.467,0.82,0,0,0.99,1.0,0,1.211,0
Markel Brown,1.125,0.462,0.717,0,0,0.893,0.313,1.158,0.838,1.0
Raul Neto,1.0,1.194,0.626,0,0,1.076,0.684,0.917,0,0
Clint Capela,1.0,0,0,1.168,0.583,0,0,1.069,0,1.039
Jerian Grant,1.06,0.784,0.724,0,0,0.824,1.038,1.6,0.44,0
Seth Curry,1.265,0.615,0.756,0,0,1.237,0.923,0,1.161,0
John Henson,1.04,0,0,1.09,0.719,0.643,0,1.175,0,1.19
Tristan Thompson,1.419,0,0,1.29,0.824,1.067,0,1.12,0,1.043
Mike Scott,1.197,0,0,1.107,1.056,1.032,0,1.147,0,0.8
Metta World Peace,0.684,0.6,1.045,0,0.605,1.048,0.25,0,0,0.75
Boris Diaw,1.032,1.0,0,0.845,1.046,0.961,0,1.098,0,0.947
Roy Hibbert,0.889,0,0,0.926,0.673,0.91,0,1.185,0,1.232
Channing Frye,0.882,0,0,1.161,0.833,1.038,0,1.75,0.545,0.833
Thabo Sefolosha,1.04,0,0.75,0,0,1.014,1.211,1.273,1.313,0.905
Festus Ezeli,1.389,0,0,1.058,0.696,0,0,1.286,0,0.863
Trevor Booker,1.09,0.2,0,0.976,0.765,0.716,0,1.147,0,0.95
Anthony Morrow,1.0,1.5,0.75,0,0,1.048,0.739,1.182,1.071,0
Tyler Zeller,1.3,0,0,0.955,0.917,0.73,0,1.141,0.727,0.927
Shaun Livingston,1.187,0.941,0.746,0,1.0,1.089,0.55,1.284,0,0.722
Cameron Payne,1.0,0.727,0.901,0,0,0.916,0.364,0,0,0
Ronnie Price,1.164,0.784,0.705,0,0,1.016,0.742,0,0.273,0
Brandon Bass,1.404,0.536,0,1.145,1.082,0.619,0,1.474,0,0.943
Norman Powell,1.176,0,0.821,0,0,0.991,0,1.0,0.563,0
Larry Nance Jr.,1.537,0.857,0,0.829,0,0.779,0,1.155,0.615,1.019
Rondae Hollis-Jefferson,1.0,0.545,0.857,0,0,0.844,0,1.313,0,0.722
Tyson Chandler,1.375,0,0,1.138,0.85,0.4,0,1.14,0,1.26
Timofey Mozgov,1.206,0,0,1.215,0.741,0.574,0,1.309,0,1.024
Aron Baynes,1.286,0,0,1.11,0.914,0.542,0,1.278,0,0.845
Lavoy Allen,1.175,0,0,1.0,0.525,0.688,0,1.135,0,1.156
Anthony Tolliver,0.981,0,0,1.073,0,1.053,0,1.667,0.839,0
Tim Frazier,0.85,0.935,0.837,0,0,0.84,0,0,0,0
Joakim Noah,0.571,0,0,0.6,0.6,0.688,0,1.138,0,0.733
Chris McCullough,0.778,0,0,0.931,0,0.857,0,1.0,0,0.769
Sasha Vujacic,0.8,0,0.833,0,0,0.975,0.7,0,0.909,0
Beno Udrih,0.636,0,0.542,0,0,1.333,0.63,0,0,0
JJ Hickson,1.0,0,0,0.846,0.786,0.462,0,1.25,0,0.727
Jonathon Simmons,1.344,0.667,0.846,0,0,0.989,1.0,1.462,0.875,0
Richaun Holmes,1.458,0,0,1.033,0.833,0.61,0,1.24,0,1.282
Troy Daniels,1.429,0,0.278,0,0,1.475,1.0,0,0.962,0
JaKarr Sampson,1.156,0.231,0.471,0,0,0.735,0.583,1.0,0,0.8
Marcelo Huertas,0.636,0.9,0.774,0,0,0.816,0.526,1.273,0,0
Justin Holiday,0.72,0.455,0.844,0,0,0.676,0.667,0,0.727,0
Tyus Jones,0.914,1.125,0.537,0,0,0.649,0,0,0,0
Anthony Brown,0.714,0,0.5,0,0,0.857,1.273,0,0.571,0
Jarell Martin,1.176,0.833,0,0.708,0.8,0.75,0,1.259,0,1.214
Tiago Splitter,1.7,0,0,0.75,0.889,0,0,1.273,0,1.033
Dwight Powell,1.346,0,0,0.936,0,0.621,0,1.426,0.5,0.892
Amar'e Stoudemire,0.833,0,0,1.296,0.789,0.909,0,1.207,0.727,1.071
Kevin Seraphin,0.8,0.857,0,0.857,0.625,0.667,0,1.107,0,1.0
James Johnson,0.92,0.839,0.857,0,0.833,0.859,0,1.333,0.615,1.412
Richard Jefferson,1.313,0.75,0.96,0,0,1.048,1.032,1.571,0.895,0
Kyle O'Quinn,1.174,0.957,0,0.775,0.727,0.887,0,1.078,0,1.167
CJ Watson,0.897,0.8,0.717,0,0,1.231,0,0,0,0
Steve Blake,0.429,0.8,0.745,0,0,1.128,0.524,0,1.333,0
Ryan Kelly,1.111,0.769,0,0.667,0.611,0.705,0,1.4,0,1.133
Thomas Robinson,1.135,0.444,0,0.774,0.3,0.458,0,1.042,0,0.99
Ed Davis,1.0,0,0,1.042,1.0,0,0,1.192,0,1.212
Tyler Ennis,0.865,0.882,0.788,0,0,0.98,0.75,0,0,0
Andrew Bogut,1.316,0,0,0.892,0.56,0,0,1.421,0,1.014
